protein_id	subject_id	percent_identity	alignment_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	subject_title	rank
TRINITY_DN8679_c0_g1_i1.p1	YHR121W	100	187	0	0	1	187	1	187	2.85e-129	358	YHR121W LSM12 SGDID:S000001163, Chr VIII from 352756-353319, Genome Release 64-4-1, Verified ORF, "Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS; relative distribution to the nucleus increases upon DNA replication stress"	1
TRINITY_DN867_c0_g1_i1.p1	YJL165C	100	855	0	0	9	863	1	855	0.0	1614	YJL165C HAL5 SGDID:S000003701, Chr X from 109461-106894, Genome Release 64-4-1, reverse complement, Verified ORF, "Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance, whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake, suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog, KKQ8, that arose from the whole genome duplication"	1
TRINITY_DN8680_c0_g1_i1.p1	YGL064C	100	130	0	0	1	130	411	540	1.44e-85	258	YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-4-1, reverse complement, Verified ORF, "Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes"	1
TRINITY_DN8681_c0_g1_i1.p1	YBR072W	100	214	0	0	1	214	1	214	2.92e-158	434	YBR072W HSP26 SGDID:S000000276, Chr II from 382030-382674, Genome Release 64-4-1, Verified ORF, "Small heat shock protein (sHSP) with chaperone activity; forms hollow, sphere-shaped oligomers that suppress unfolded proteins aggregation; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic foci; oligomer activation requires heat-induced conformational change; also has mRNA binding activity"	1
TRINITY_DN8682_c0_g1_i1.p1	YGL236C	99.6	227	1	0	2	228	151	377	3.16e-161	459	YGL236C MTO1 SGDID:S000003205, Chr VII from 55796-53787, Genome Release 64-4-1, reverse complement, Verified ORF, "Mitochondrial protein; forms heterodimer complex with Mss1p that performs 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; required for respiration in paromomycin-resistant 15S rRNA mutants; human homolog MTO1 can complement yeast null mutant"	1
TRINITY_DN8683_c0_g1_i1.p1	YLL034C	100	449	0	0	1	449	389	837	2.14e-311	857	YLL034C RIX7 SGDID:S000003957, Chr XII from 73146-70633, Genome Release 64-4-1, reverse complement, Verified ORF, "Putative ATPase of the AAA family; required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions"	1
TRINITY_DN8685_c0_g1_i1.p1	YBR215W	100	270	0	0	43	312	356	625	9.12e-150	432	YBR215W HPC2 SGDID:S000000419, Chr II from 653356-653368,653453-655317, Genome Release 64-4-1, Verified ORF, "Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; mutants display synthetic defects with subunits of FACT, a complex that allows passage of RNA Pol II through nucleosomes"	1
TRINITY_DN8686_c0_g1_i1.p1	YAR019C	100	162	0	0	1	162	813	974	1.52e-104	318	YAR019C CDC15 SGDID:S000000072, Chr I from 175135-172211, Genome Release 64-4-1, reverse complement, Verified ORF, "Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure, spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"	1
TRINITY_DN8687_c0_g1_i1.p1	YJR049C	100	530	0	0	1	530	1	530	0.0	995	YJR049C UTR1 SGDID:S000003810, Chr X from 528476-526884, Genome Release 64-4-1, reverse complement, Verified ORF, "ATP-NADH kinase; phosphorylates both NAD and NADH; active as a hexamer; enhances the activity of ferric reductase (Fre1p); UTR1 has a paralog, YEF1, that arose from the whole genome duplication"	1
TRINITY_DN8688_c0_g1_i1.p1	YKL101W	100	422	0	0	1	422	431	852	1.07e-233	679	YKL101W HSL1 SGDID:S000001584, Chr XI from 248920-253476, Genome Release 64-4-1, Verified ORF, "Nim1p-related protein kinase; septin-binding kinase that localizes to the bud neck septin ring and regulates the morphogenesis checkpoint; phosphorylates Hsl7p and cooperates with Elm1p to recruit Hsl7p to the mother-bud neck, as a prerequisite for the subsequent recruitment, phosphorylation, and degradation of Swe1p; autophosphorylation enhances interactions with Hsl7p"	1
TRINITY_DN8689_c0_g1_i1.p1	YKL048C	100	194	0	0	1	194	447	640	2.50e-127	370	YKL048C ELM1 SGDID:S000001531, Chr XI from 349136-347214, Genome Release 64-4-1, reverse complement, Verified ORF, "Serine/threonine protein kinase; regulates the orientation checkpoint, the morphogenesis checkpoint and the metabolic switch from fermentative to oxidative metabolism by phosphorylating the activation loop of Kin4p, Hsl1p and Snf1p respectively; cooperates with Hsl7p in recruiting Hsl1p to the septin ring, a prerequisite for subsequent recruitment, phosphorylation, and degradation of Swe1p; forms part of the bud neck ring; regulates cytokinesis"	1
TRINITY_DN868_c0_g1_i1.p1	YLR139C	100	151	0	0	1	151	1	151	1.13e-98	295	YLR139C SLS1 SGDID:S000004129, Chr XII from 423473-421542, Genome Release 64-4-1, reverse complement, Verified ORF, "Mitochondrial membrane protein; coordinates expression of mitochondrially-encoded genes; may facilitate delivery of mRNA to membrane-bound translation machinery"	1
TRINITY_DN8691_c0_g1_i1.p1	YER036C	100	610	0	0	8	617	1	610	0.0	1159	YER036C ARB1 SGDID:S000000838, Chr V from 225199-223367, Genome Release 64-4-1, reverse complement, Verified ORF, "ATPase of the ATP-binding cassette (ABC) family; involved in 40S and 60S ribosome biogenesis, has similarity to Gcn20p; important for disaggregation of ordered and disordered aggregates; shuttles from nucleus to cytoplasm, physically interacts with Tif6p, Lsg1p; human homolog ABCF2 can complement yeast ARB1 mutant"	1
TRINITY_DN8692_c0_g1_i1.p1	YBR132C	100	374	0	0	1	374	223	596	3.20e-275	752	YBR132C AGP2 SGDID:S000000336, Chr II from 501442-499652, Genome Release 64-4-1, reverse complement, Verified ORF, "Plasma membrane regulator of high affinity polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes; null mutant is cycloheximide (CHX) resistant; ubiquitinated Agp2p is rapidly degraded in a Brp1p-dependent manner in the presence of CHX; localizes to the plasma membrane, the vacuolar membrane and the ER membrane"	1
TRINITY_DN8693_c0_g1_i1.p1	YPL038W	100	177	0	0	14	190	1	177	2.24e-120	336	YPL038W MET31 SGDID:S000005959, Chr XVI from 480535-481068, Genome Release 64-4-1, Verified ORF, "Zinc-finger DNA-binding transcription factor; targets strong transcriptional activator Met4p to promoters of sulfur metabolic genes; involved in transcriptional regulation of the methionine biosynthetic genes; feedforward loop controlling expression of MET32 and the lack of such a loop for MET31 may account for the differential actions of Met31p and Met32p; MET31 has a paralog, MET32, that arose from the whole genome duplication"	1
TRINITY_DN8694_c0_g1_i1.p1	YDR389W	100	548	0	0	1	548	107	654	0.0	931	YDR389W SAC7 SGDID:S000002797, Chr IV from 1252537-1254501, Genome Release 64-4-1, Verified ORF, "GTPase activating protein (GAP) for Rho1p; regulator of a Tor2p-mediated, Rho1p GTPase switch that controls organization of the actin cytoskeleton; negative regulator of the RHO1-PKC1-MAPK cell integrity (CWI) and membrane fluidity homeostasis signaling pathways; potential Cdc28p substrate; SAC7 has a paralog, BAG7, that arose from the whole genome duplication"	1
TRINITY_DN8695_c0_g1_i1.p1	YLR343W	100	314	0	0	1	314	242	555	1.10e-235	648	YLR343W GAS2 SGDID:S000004335, Chr XII from 816094-817761, Genome Release 64-4-1, Verified ORF, "1,3-beta-glucanosyltransferase; involved with Gas4p in spore wall assembly; has similarity to Gas1p"	1
TRINITY_DN8696_c0_g1_i1.p1	YLR237W	100	74	0	0	2	75	140	213	3.37e-47	155	YLR237W THI7 SGDID:S000004227, Chr XII from 612367-614163, Genome Release 64-4-1, Verified ORF, "Plasma membrane transporter responsible for the uptake of thiamine; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); member of the major facilitator superfamily of transporters; mutation of human ortholog causes thiamine-responsive megaloblastic anemia"	1
TRINITY_DN8697_c0_g1_i1.p1	YHR082C	100	167	0	0	1	167	310	476	7.48e-107	325	YHR082C KSP1 SGDID:S000001124, Chr VIII from 271548-268459, Genome Release 64-4-1, reverse complement, Verified ORF, "Serine/threonine protein kinase; associates with TORC1 and likely involved in TOR signaling cascades; negative regulator of autophagy; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p, Fus3p, and Sks1p; overproduction causes allele-specific suppression of prp20-10; protein abundance increases in response to DNA replication stress"	1
TRINITY_DN8698_c0_g1_i1.p1	YKR076W	100	370	0	0	1	370	1	370	3.37e-283	763	YKR076W ECM4 SGDID:S000001784, Chr XI from 582283-583395, Genome Release 64-4-1, Verified ORF, "S-glutathionyl-(chloro)hydroquinone reductase (GS-HQR); glutathione transferase involved in cell-surface biosynthesis and architecture; catalyzes glutathione (GSH)-dependent reduction of GS-trichloro-p-hydroquinone to trichloro-p-hydroquinone; expression upregulated upon exposure to genotoxic agents, such as methyl methanesulfonate, cisplatin and bleomycin; not an essential gene; similar to YGR154C; green fluorescent protein (GFP)-fusion protein localizes to cytoplasm"	1
TRINITY_DN8699_c0_g1_i1.p1	YAR066W	99.3	151	1	0	4	154	1	151	7.05e-88	253	YAR066W YAR066W SGDID:S000002144, Chr I from 221049-221660, Genome Release 64-4-1, Uncharacterized ORF, "Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YAR066W has a paralog, YHR214W, that arose from a segmental duplication"	1
TRINITY_DN869_c0_g1_i1.p1	YKL187C	100	351	0	0	1	351	400	750	2.23e-241	671	YKL187C FAT3 SGDID:S000001670, Chr XI from 91536-89284, Genome Release 64-4-1, reverse complement, Verified ORF, "Protein required for fatty acid uptake; protein abundance increases in cortical patches in response to oleate exposure; the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; FAT3 has a paralog, YLR413W, that arose from the whole genome duplication"	1
TRINITY_DN86_c0_g1_i1.p1	YER011W	100	44	0	0	36	79	211	254	3.23e-20	79.0	YER011W TIR1 SGDID:S000000813, Chr V from 175248-176012, Genome Release 64-4-1, Verified ORF, "Cell wall mannoprotein; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking; member of the Srp1p/Tip1p family of serine-alanine-rich proteins"	1
TRINITY_DN86_c0_g1_i2.p1	YER011W	100	44	0	0	53	96	211	254	6.18e-20	79.0	YER011W TIR1 SGDID:S000000813, Chr V from 175248-176012, Genome Release 64-4-1, Verified ORF, "Cell wall mannoprotein; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking; member of the Srp1p/Tip1p family of serine-alanine-rich proteins"	1
TRINITY_DN8700_c0_g1_i1.p1	YFR036W	100	124	0	0	12	135	1	124	2.09e-74	215	YFR036W CDC26 SGDID:S000001932, Chr VI from 226963-227337, Genome Release 64-4-1, Verified ORF, "Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; relocalizes to the cytosol in response to hypoxia"	1
TRINITY_DN8701_c0_g1_i1.p1	YDR539W	100	479	0	0	1	479	25	503	0.0	980	YDR539W FDC1 SGDID:S000002947, Chr IV from 1512094-1513605, Genome Release 64-4-1, Verified ORF, "Ferulic acid decarboxylase; involved in the decarboxylation of aromatic carboxylic acids such as phenylacrylic (cinnamic) acid, ferulic acid and coumaric acid and formation of the corresponding vinyl derivatives; overexpression of both Pad1p and Fdc1p increases decarboxylase activity due to the Pad1p-catalyzed formation of a diffusible cofactor required for Fdc1p activity; homolog of E. coli UbiD; GFP-fusion protein localizes to the cytoplasm in an HTP study"	1
TRINITY_DN8702_c0_g1_i1.p1	YDR515W	100	103	0	0	1	103	320	422	1.85e-69	212	YDR515W SLF1 SGDID:S000002923, Chr IV from 1473429-1474772, Genome Release 64-4-1, Verified ORF, "RNA binding protein that associates with polysomes; may be involved in regulating mRNA translation; involved in the copper-dependent mineralization of copper sulfide complexes on cell surface in cells cultured in copper salts; role in preventing L-A mycovirus pathogenesis; SLF1 has a paralog, SRO9, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"	1
TRINITY_DN8704_c0_g1_i1.p1	YDR249C	99.0	99	1	0	1	99	83	181	8.44e-68	205	YDR249C YDR249C SGDID:S000002657, Chr IV from 959802-958681, Genome Release 64-4-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function"	1
TRINITY_DN8705_c0_g1_i1.p1	YPL054W	100	301	0	0	1	301	1	301	3.77e-202	552	YPL054W LEE1 SGDID:S000005975, Chr XVI from 455759-456664, Genome Release 64-4-1, Verified ORF, "Zinc-finger protein of unknown function"	1
TRINITY_DN8707_c0_g1_i1.p1	YGL229C	100	139	0	0	1	139	337	475	1.16e-91	280	YGL229C SAP4 SGDID:S000003198, Chr VII from 66959-64503, Genome Release 64-4-1, reverse complement, Verified ORF, "Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p, including Sap155p, Sap185p, and Sap190p; SAP4 has a paralog, SAP155, that arose from the whole genome duplication"	1
TRINITY_DN8709_c0_g1_i1.p1	YNL151C	100	251	0	0	1	251	1	251	7.85e-154	426	YNL151C RPC31 SGDID:S000005095, Chr XIV from 348521-347766, Genome Release 64-4-1, reverse complement, Verified ORF, "RNA polymerase III subunit C31"	1
TRINITY_DN870_c0_g1_i1.p1	YMR015C	100	83	0	0	1	83	10	92	2.00e-51	166	YMR015C ERG5 SGDID:S000004617, Chr XIII from 302485-300869, Genome Release 64-4-1, reverse complement, Verified ORF, "C-22 sterol desaturase; a cytochrome P450 enzyme that catalyzes the formation of the C-22(23) double bond in the sterol side chain in ergosterol biosynthesis; may be a target of azole antifungal drugs"	1
TRINITY_DN8710_c0_g1_i1.p1	YBL081W	92.5	186	14	0	13	198	183	368	1.07e-87	260	YBL081W YBL081W SGDID:S000000177, Chr II from 71866-72972, Genome Release 64-4-1, Uncharacterized ORF, "Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport"	1
TRINITY_DN8711_c0_g1_i1.p1	YMR286W	100	86	0	0	1	86	1	86	5.71e-56	165	YMR286W MRPL33 SGDID:S000004899, Chr XIII from 841942-842202, Genome Release 64-4-1, Verified ORF, "Mitochondrial ribosomal protein of the large subunit"	1
TRINITY_DN8712_c0_g1_i1.p1	YBL036C	100	257	0	0	9	265	1	257	3.05e-188	514	YBL036C YBL036C SGDID:S000000132, Chr II from 151220-150447, Genome Release 64-4-1, reverse complement, Verified ORF, "Putative non-specific single-domain racemase; based on structural similarity; binds pyridoxal 5'-phosphate; expression of GFP-fusion protein induced in response to the DNA-damaging agent MMS"	1
TRINITY_DN8713_c0_g1_i1.p1	YER062C	100	230	0	0	2	231	21	250	2.20e-175	479	YER062C GPP2 SGDID:S000000864, Chr V from 280682-279930, Genome Release 64-4-1, reverse complement, Verified ORF, "DL-glycerol-3-phosphate phosphatase involved in glycerol biosynthesis; also known as glycerol-1-phosphatase; induced in response to hyperosmotic or oxidative stress, and during diauxic shift; GPP2 has a paralog, GPP1, that arose from the whole genome duplication"	1
TRINITY_DN8714_c0_g1_i1.p1	YBR161W	100	376	0	0	1	376	1	376	7.44e-290	780	YBR161W CSH1 SGDID:S000000365, Chr II from 561634-562764, Genome Release 64-4-1, Verified ORF, "Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit; forms a complex with regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Sur1p; CSH1 has a paralog, SUR1, that arose from the whole genome duplication"	1
TRINITY_DN8716_c0_g1_i1.p1	YIL126W	100	70	0	0	1	70	51	120	3.69e-40	137	YIL126W STH1 SGDID:S000001388, Chr IX from 117992-122071, Genome Release 64-4-1, Verified ORF, "ATPase component of the RSC chromatin remodeling complex; required for expression of early meiotic genes; promotes base excision repair in chromatin; essential helicase-related protein homologous to Snf2p"	1
TRINITY_DN8717_c0_g1_i1.p1	YJL026W	100	399	0	0	29	427	1	399	1.39e-288	780	YJL026W RNR2 SGDID:S000003563, Chr X from 392404-393603, Genome Release 64-4-1, Verified ORF, "Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog, RNR4, that arose from the whole genome duplication"	1
TRINITY_DN8719_c0_g1_i1.p1	YOL055C	100	240	0	0	1	240	312	551	2.31e-180	504	YOL055C THI20 SGDID:S000005416, Chr XV from 226075-224420, Genome Release 64-4-1, reverse complement, Verified ORF, "Trifunctional enzyme of thiamine biosynthesis, degradation and salvage; has hydroxymethylpyrimidine (HMP) kinase, HMP-phosphate (HMP-P) kinase and thiaminase activities; member of a gene family with THI21 and THI22; HMP and HMP-P kinase activity redundant with Thi21p"	1
TRINITY_DN8720_c0_g1_i1.p1	YBR024W	100	162	0	0	2	163	140	301	1.36e-119	337	YBR024W SCO2 SGDID:S000000228, Chr II from 289445-290350, Genome Release 64-4-1, Verified ORF, "Protein anchored to mitochondrial inner membrane; may have a redundant function with Sco1p in delivery of copper to cytochrome c oxidase; interacts with Cox2p; SCO2 has a paralog, SCO1, that arose from the whole genome duplication"	1
TRINITY_DN8721_c0_g1_i1.p1	YER114C	100	80	0	0	1	80	403	482	2.56e-46	155	YER114C BOI2 SGDID:S000000916, Chr V from 393712-390590, Genome Release 64-4-1, reverse complement, Verified ORF, "Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog, BOI1, that arose from the whole genome duplication"	1
TRINITY_DN8722_c0_g1_i1.p1	YGR274C	100	135	0	0	1	135	25	159	3.06e-83	261	YGR274C TAF1 SGDID:S000003506, Chr VII from 1043095-1039895, Genome Release 64-4-1, reverse complement, Verified ORF, "TFIID subunit, involved in RNA pol II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression; relocalizes to the cytosol in response to hypoxia"	1
TRINITY_DN8723_c0_g1_i1.p1	YGR184C	100	104	0	0	1	104	337	440	4.14e-68	218	YGR184C UBR1 SGDID:S000003416, Chr VII from 865753-859901, Genome Release 64-4-1, reverse complement, Verified ORF, "E3 Ub-ligase (N-recognin); recognizes and ubiquitinates N-end rule pathway substrates in complex with Rad6p; Roq1p-bound form accelerates degradation of misfolded and native ER membrane and cytosolic proteins as part of the stress-induced homeostatically regulated protein degradation (SHRED) pathway; role in ER-associated protein degradation; modifies Cup9p to regulate peptide transport; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)"	1
TRINITY_DN8724_c0_g1_i1.p1	YER129W	100	729	0	0	1	729	414	1142	0.0	1290	YER129W SAK1 SGDID:S000000931, Chr V from 417281-420709, Genome Release 64-4-1, Verified ORF, "Upstream serine/threonine kinase for the SNF1 complex; plays a role in pseudohyphal growth; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1, a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; SAK1 has a paralog, TOS3, that arose from the whole genome duplication"	1
TRINITY_DN8725_c0_g1_i1.p1	YAL039C	100	269	0	0	1	269	1	269	4.88e-207	562	YAL039C CYC3 SGDID:S000000037, Chr I from 69525-68716, Genome Release 64-4-1, reverse complement, Verified ORF, "Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant"	1
TRINITY_DN8726_c0_g1_i1.p1	YIL119C	100	304	0	0	1	304	104	407	2.89e-193	534	YIL119C RPI1 SGDID:S000001381, Chr IX from 137877-136654, Genome Release 64-4-1, reverse complement, Verified ORF, "Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF"	1
TRINITY_DN8727_c0_g1_i1.p1	YJR082C	100	113	0	0	1	113	1	113	1.71e-74	214	YJR082C EAF6 SGDID:S000003842, Chr X from 582255-581914, Genome Release 64-4-1, reverse complement, Verified ORF, "Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3"	1
TRINITY_DN8728_c0_g1_i1.p1	YPL041C	100	207	0	0	21	227	1	207	3.40e-152	419	YPL041C MRX11 SGDID:S000005962, Chr XVI from 475741-475118, Genome Release 64-4-1, reverse complement, Uncharacterized ORF, "Protein that associates with mitochondrial ribosome; SWAT-GFP and mCherry fusion proteins localize to the mitochondria; involved in maintenance of telomere length"	1
TRINITY_DN8729_c0_g1_i1.p1	YDR083W	100	363	0	0	1	363	30	392	1.17e-257	699	YDR083W RRP8 SGDID:S000002490, Chr IV from 612073-613251, Genome Release 64-4-1, Verified ORF, "Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; methylates adenine (m1A) of large subunit (LSU) rRNA at position 645; involved in pre-rRNA cleavage at site A2; mutation is synthetically lethal with gar1 mutation; deletion disrupts telomere maintenance by influencing expression of neighboring gene STN1; mammalian homolog nucleomethylin has been linked to nutrient availability signaling pathways and obesity"	1
TRINITY_DN872_c0_g1_i1.p1	YGR231C	100	310	0	0	1	310	1	310	5.06e-216	588	YGR231C PHB2 SGDID:S000003463, Chr VII from 953480-952548, Genome Release 64-4-1, reverse complement, Verified ORF, "Subunit of the prohibitin complex (Phb1p-Phb2p); prohibitin is a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation; prohibitin deficiency induces a mitochondrial unfolded protein response (mtUPR)"	1
TRINITY_DN8730_c0_g1_i1.p1	YBR225W	100	283	0	0	1	283	436	718	6.43e-171	494	YBR225W YBR225W SGDID:S000000429, Chr II from 670627-673329, Genome Release 64-4-1, Uncharacterized ORF, "Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components"	1
TRINITY_DN8731_c0_g1_i1.p1	YDL147W	100	445	0	0	1	445	1	445	1.74e-314	848	YDL147W RPN5 SGDID:S000002306, Chr IV from 190924-192261, Genome Release 64-4-1, Verified ORF, "Subunit of the CSN and 26S proteasome lid complexes; similar to mammalian p55 subunit and to another S. cerevisiae regulatory subunit, Rpn7p; Rpn5p is an essential protein; the COP9 signalosome is also known as the CSN"	1
TRINITY_DN8732_c0_g1_i1.p1	YEL032W	100	733	0	0	1	733	239	971	0.0	1321	YEL032W MCM3 SGDID:S000000758, Chr V from 86937-89852, Genome Release 64-4-1, Verified ORF, "Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex"	1
TRINITY_DN8733_c0_g1_i1.p1	YDL077C	100	74	0	0	1	74	257	330	1.28e-45	152	YDL077C VAM6 SGDID:S000002235, Chr IV from 320120-316971, Genome Release 64-4-1, reverse complement, Verified ORF, "Guanine nucleotide exchange factor for the GTPase Gtr1p; subunit of the HOPS endocytic tethering complex; vacuole membrane protein; functions as a Rab GTPase effector, interacting with both GTP- and GDP-bound conformations of Ypt7p; facilitates tethering and promotes membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; component of vacuole-mitochondrion contacts (vCLAMPs) important for lipid transfer between organelles"	1
TRINITY_DN8734_c0_g1_i1.p1	YNR013C	100	194	0	0	1	194	24	217	4.37e-115	345	YNR013C PHO91 SGDID:S000005296, Chr XIV from 651712-649028, Genome Release 64-4-1, reverse complement, Verified ORF, "Low-affinity vacuolar phosphate transporter; exports phosphate from vacuolar lumen to cytosol; regulates phosphate and polyphosphate metabolism; acts upstream of Pho81p in regulation of PHO pathway; localizes to sites of contact between vacuole and mitochondria (vCLAMPs); targeted to vacuole via AP-3 pathway; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth"	1
TRINITY_DN8735_c0_g1_i1.p1	YJR052W	100	455	0	0	1	455	111	565	0.0	877	YJR052W RAD7 SGDID:S000003813, Chr X from 532062-533759, Genome Release 64-4-1, Verified ORF, "Nucleotide excision repair (NER) protein; binds damaged DNA during NER; binds DNA in an ATP-dependent manner (with Rad16p) during NER; required for repair of non-transcribed chromatin; subunit of Nucleotide Excision Repair Factor 4 (NEF4) and the Elongin-Cullin-Socs (ECS) ligase complex"	1
TRINITY_DN8736_c0_g1_i1.p1	YMR052W	100	75	0	0	1	75	86	160	1.96e-44	139	YMR052W FAR3 SGDID:S000004656, Chr XIII from 379586-380200, Genome Release 64-4-1, Verified ORF, "Protein of unknown function; involved in recovery from cell cycle arrest in response to pheromone, in a Far1p-independent pathway; interacts with Far7p, Far8p, Far9p, Far10p, and Far11p; localizes to the endoplasmic reticulum; protein abundance increases in response to DNA replication stress"	1
TRINITY_DN8737_c0_g1_i1.p1	YHR129C	100	90	0	0	1	90	1	90	3.14e-61	188	YHR129C ARP1 SGDID:S000001171, Chr VIII from 364153-362999, Genome Release 64-4-1, reverse complement, Verified ORF, "Actin-related protein of the dynactin complex; required for spindle orientation and nuclear migration; forms actin-like short filament composed of 9 or 10 Arp1p monomers; putative ortholog of mammalian centractin"	1
TRINITY_DN8738_c0_g1_i1.p1	YCR021C	100	332	0	0	1	332	1	332	8.14e-249	673	YCR021C HSP30 SGDID:S000000615, Chr III from 157107-156109, Genome Release 64-4-1, reverse complement, Verified ORF, "Negative regulator of the H(+)-ATPase Pma1p; stress-responsive protein; hydrophobic plasma membrane localized; induced by heat shock, ethanol treatment, weak organic acid, glucose limitation, and entry into stationary phase"	1
TRINITY_DN8739_c0_g1_i1.p1	YKL042W	97.8	92	2	0	1	92	18	109	5.07e-56	174	YKL042W SPC42 SGDID:S000001525, Chr XI from 358475-359566, Genome Release 64-4-1, Verified ORF, "Central plaque component of spindle pole body (SPB); involved in SPB duplication, may facilitate attachment of the SPB to the nuclear membrane"	1
TRINITY_DN873_c0_g1_i1.p1	YFL002C	100	427	0	0	1	427	180	606	4.29e-299	815	YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-4-1, reverse complement, Verified ORF, "Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients"	1
TRINITY_DN8740_c0_g1_i1.p1	YOL051W	100	385	0	0	14	398	697	1081	3.52e-255	720	YOL051W GAL11 SGDID:S000005411, Chr XV from 234940-238185, Genome Release 64-4-1, Verified ORF, "Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors; forms part of the tail domain of mediator"	1
